REF_DATE,GEO,Age (15C),Gender (3),Statistics (2),Coordinate,Immigrant status and period of immigration (9),Symbol,Non-immigrants[2],Symbol,Immigrants[3],Symbol,Before 2001[4],Symbol,2001 to 2005[5],Symbol,2006 to 2010[6],Symbol,2011 to 2015[7],Symbol,2016 to 2021[8],Symbol,Non-permanent residents[9],Symbol
2021,"Kawartha Lakes (CA), Ont.",65 years and over,Total - Gender,% distribution (2021),75.13.1.2,0.1,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Kawartha Lakes (CA), Ont.",65 years and over,Men+,2021 Counts,75.13.2.1,10155,,8440,,1715,,1650,,25,,20,,10,,15,,0,
2021,"Kawartha Lakes (CA), Ont.",65 years and over,Men+,% distribution (2021),75.13.2.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Kawartha Lakes (CA), Ont.",65 years and over,Women+,2021 Counts,75.13.3.1,11110,,9355,,1750,,1695,,0,,20,,15,,20,,0,
2021,"Kawartha Lakes (CA), Ont.",65 years and over,Women+,% distribution (2021),75.13.3.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Kawartha Lakes (CA), Ont.",65 to 74 years,Total - Gender,2021 Counts,75.14.1.1,12800,,10975,,1825,,1750,,15,,35,,20,,15,,0,
2021,"Kawartha Lakes (CA), Ont.",65 to 74 years,Total - Gender,% distribution (2021),75.14.1.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Kawartha Lakes (CA), Ont.",65 to 74 years,Men+,2021 Counts,75.14.2.1,6185,,5290,,890,,850,,10,,10,,10,,10,,0,
2021,"Kawartha Lakes (CA), Ont.",65 to 74 years,Men+,% distribution (2021),75.14.2.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Kawartha Lakes (CA), Ont.",65 to 74 years,Women+,2021 Counts,75.14.3.1,6620,,5680,,935,,895,,0,,20,,10,,10,,0,
2021,"Kawartha Lakes (CA), Ont.",65 to 74 years,Women+,% distribution (2021),75.14.3.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Kawartha Lakes (CA), Ont.",75 years and over,Total - Gender,2021 Counts,75.15.1.1,8465,,6820,,1640,,1595,,15,,0,,10,,15,,0,
2021,"Kawartha Lakes (CA), Ont.",75 years and over,Total - Gender,% distribution (2021),75.15.1.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Kawartha Lakes (CA), Ont.",75 years and over,Men+,2021 Counts,75.15.2.1,3970,,3145,,825,,800,,15,,0,,0,,0,,0,
2021,"Kawartha Lakes (CA), Ont.",75 years and over,Men+,% distribution (2021),75.15.2.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Kawartha Lakes (CA), Ont.",75 years and over,Women+,2021 Counts,75.15.3.1,4485,,3675,,815,,795,,0,,0,,10,,15,,0,
2021,"Kawartha Lakes (CA), Ont.",75 years and over,Women+,% distribution (2021),75.15.3.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Kenora (CA), Ont.",Total - Age,Total - Gender,2021 Counts,76.1.1.1,14610,,13855,,640,,445,,20,,45,,50,,75,,115,
2021,"Kenora (CA), Ont.",Total - Age,Total - Gender,% distribution (2021),76.1.1.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Kenora (CA), Ont.",Total - Age,Men+,2021 Counts,76.1.2.1,7215,,6840,,300,,200,,15,,30,,25,,40,,70,
2021,"Kenora (CA), Ont.",Total - Age,Men+,% distribution (2021),76.1.2.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Kenora (CA), Ont.",Total - Age,Women+,2021 Counts,76.1.3.1,7400,,7010,,340,,250,,10,,20,,30,,40,,45,
2021,"Kenora (CA), Ont.",Total - Age,Women+,% distribution (2021),76.1.3.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Kenora (CA), Ont.",0 to 14 years,Total - Gender,2021 Counts,76.2.1.1,2290,,2275,,10,,0,,0,,0,,0,,10,,10,
2021,"Kenora (CA), Ont.",0 to 14 years,Total - Gender,% distribution (2021),76.2.1.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Kenora (CA), Ont.",0 to 14 years,Men+,2021 Counts,76.2.2.1,1175,,1170,,10,,0,,0,,0,,0,,10,,0,
2021,"Kenora (CA), Ont.",0 to 14 years,Men+,% distribution (2021),76.2.2.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Kenora (CA), Ont.",0 to 14 years,Women+,2021 Counts,76.2.3.1,1115,,1105,,0,,0,,0,,0,,0,,0,,10,
2021,"Kenora (CA), Ont.",0 to 14 years,Women+,% distribution (2021),76.2.3.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Kenora (CA), Ont.",15 years and over,Total - Gender,2021 Counts,76.3.1.1,12320,,11580,,630,,445,,20,,45,,50,,70,,110,
2021,"Kenora (CA), Ont.",15 years and over,Total - Gender,% distribution (2021),76.3.1.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Kenora (CA), Ont.",15 years and over,Men+,2021 Counts,76.3.2.1,6035,,5675,,290,,200,,15,,30,,25,,35,,70,
2021,"Kenora (CA), Ont.",15 years and over,Men+,% distribution (2021),76.3.2.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Kenora (CA), Ont.",15 years and over,Women+,2021 Counts,76.3.3.1,6285,,5905,,340,,250,,10,,20,,30,,40,,40,
2021,"Kenora (CA), Ont.",15 years and over,Women+,% distribution (2021),76.3.3.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Kenora (CA), Ont.",15 to 24 years,Total - Gender,2021 Counts,76.4.1.1,1455,,1410,,15,,0,,0,,10,,10,,0,,30,
2021,"Kenora (CA), Ont.",15 to 24 years,Total - Gender,% distribution (2021),76.4.1.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Kenora (CA), Ont.",15 to 24 years,Men+,2021 Counts,76.4.2.1,750,,720,,10,,0,,0,,10,,0,,0,,10,
2021,"Kenora (CA), Ont.",15 to 24 years,Men+,% distribution (2021),76.4.2.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Kenora (CA), Ont.",15 to 24 years,Women+,2021 Counts,76.4.3.1,710,,685,,10,,0,,0,,0,,10,,0,,20,
2021,"Kenora (CA), Ont.",15 to 24 years,Women+,% distribution (2021),76.4.3.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Kenora (CA), Ont.",15 to 19 years,Total - Gender,2021 Counts,76.5.1.1,700,,695,,10,,0,,0,,0,,0,,0,,0,
2021,"Kenora (CA), Ont.",15 to 19 years,Total - Gender,% distribution (2021),76.5.1.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Kenora (CA), Ont.",15 to 19 years,Men+,2021 Counts,76.5.2.1,370,,365,,0,,0,,0,,0,,0,,0,,0,
2021,"Kenora (CA), Ont.",15 to 19 years,Men+,% distribution (2021),76.5.2.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Kenora (CA), Ont.",15 to 19 years,Women+,2021 Counts,76.5.3.1,330,,325,,0,,0,,0,,0,,0,,0,,0,
2021,"Kenora (CA), Ont.",15 to 19 years,Women+,% distribution (2021),76.5.3.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Kenora (CA), Ont.",20 to 24 years,Total - Gender,2021 Counts,76.6.1.1,750,,710,,10,,0,,0,,0,,0,,0,,30,
2021,"Kenora (CA), Ont.",20 to 24 years,Total - Gender,% distribution (2021),76.6.1.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Kenora (CA), Ont.",20 to 24 years,Men+,2021 Counts,76.6.2.1,380,,360,,10,,0,,0,,0,,0,,0,,10,
2021,"Kenora (CA), Ont.",20 to 24 years,Men+,% distribution (2021),76.6.2.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Kenora (CA), Ont.",20 to 24 years,Women+,2021 Counts,76.6.3.1,375,,355,,0,,0,,0,,0,,0,,0,,20,
2021,"Kenora (CA), Ont.",20 to 24 years,Women+,% distribution (2021),76.6.3.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Kenora (CA), Ont.",25 to 64 years,Total - Gender,2021 Counts,76.7.1.1,7850,,7415,,355,,190,,20,,40,,35,,65,,80,
2021,"Kenora (CA), Ont.",25 to 64 years,Total - Gender,% distribution (2021),76.7.1.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Kenora (CA), Ont.",25 to 64 years,Men+,2021 Counts,76.7.2.1,3910,,3680,,170,,85,,15,,25,,25,,30,,55,
2021,"Kenora (CA), Ont.",25 to 64 years,Men+,% distribution (2021),76.7.2.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Kenora (CA), Ont.",25 to 64 years,Women+,2021 Counts,76.7.3.1,3940,,3730,,185,,105,,10,,20,,15,,40,,25,
2021,"Kenora (CA), Ont.",25 to 64 years,Women+,% distribution (2021),76.7.3.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Kenora (CA), Ont.",25 to 54 years,Total - Gender,2021 Counts,76.8.1.1,5510,,5200,,225,,75,,20,,40,,35,,55,,80,
2021,"Kenora (CA), Ont.",25 to 54 years,Total - Gender,% distribution (2021),76.8.1.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Kenora (CA), Ont.",25 to 54 years,Men+,2021 Counts,76.8.2.1,2765,,2600,,110,,40,,15,,25,,25,,20,,55,
2021,"Kenora (CA), Ont.",25 to 54 years,Men+,% distribution (2021),76.8.2.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Kenora (CA), Ont.",25 to 54 years,Women+,2021 Counts,76.8.3.1,2740,,2605,,120,,35,,10,,20,,15,,40,,25,
2021,"Kenora (CA), Ont.",25 to 54 years,Women+,% distribution (2021),76.8.3.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Kenora (CA), Ont.",25 to 34 years,Total - Gender,2021 Counts,76.9.1.1,1980,,1880,,40,,10,,0,,0,,15,,15,,60,
2021,"Kenora (CA), Ont.",25 to 34 years,Total - Gender,% distribution (2021),76.9.1.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Kenora (CA), Ont.",25 to 34 years,Men+,2021 Counts,76.9.2.1,1025,,970,,20,,0,,0,,0,,10,,0,,40,
2021,"Kenora (CA), Ont.",25 to 34 years,Men+,% distribution (2021),76.9.2.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Kenora (CA), Ont.",25 to 34 years,Women+,2021 Counts,76.9.3.1,950,,905,,20,,10,,0,,0,,0,,10,,25,
2021,"Kenora (CA), Ont.",25 to 34 years,Women+,% distribution (2021),76.9.3.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Kenora (CA), Ont.",35 to 44 years,Total - Gender,2021 Counts,76.10.1.1,1675,,1545,,120,,30,,10,,25,,20,,40,,10,
2021,"Kenora (CA), Ont.",35 to 44 years,Total - Gender,% distribution (2021),76.10.1.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Kenora (CA), Ont.",35 to 44 years,Men+,2021 Counts,76.10.2.1,820,,760,,50,,15,,0,,10,,10,,15,,10,
2021,"Kenora (CA), Ont.",35 to 44 years,Men+,% distribution (2021),76.10.2.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Kenora (CA), Ont.",35 to 44 years,Women+,2021 Counts,76.10.3.1,850,,785,,65,,10,,0,,15,,0,,25,,0,
2021,"Kenora (CA), Ont.",35 to 44 years,Women+,% distribution (2021),76.10.3.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Kenora (CA), Ont.",45 to 54 years,Total - Gender,2021 Counts,76.11.1.1,1855,,1775,,65,,40,,10,,10,,10,,0,,10,
2021,"Kenora (CA), Ont.",45 to 54 years,Total - Gender,% distribution (2021),76.11.1.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Kenora (CA), Ont.",45 to 54 years,Men+,2021 Counts,76.11.2.1,920,,870,,40,,25,,0,,10,,0,,0,,10,
2021,"Kenora (CA), Ont.",45 to 54 years,Men+,% distribution (2021),76.11.2.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Kenora (CA), Ont.",45 to 54 years,Women+,2021 Counts,76.11.3.1,935,,910,,30,,15,,0,,0,,0,,0,,0,
2021,"Kenora (CA), Ont.",45 to 54 years,Women+,% distribution (2021),76.11.3.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Kenora (CA), Ont.",55 to 64 years,Total - Gender,2021 Counts,76.12.1.1,2340,,2210,,130,,115,,0,,0,,0,,10,,0,
2021,"Kenora (CA), Ont.",55 to 64 years,Total - Gender,% distribution (2021),76.12.1.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Kenora (CA), Ont.",55 to 64 years,Men+,2021 Counts,76.12.2.1,1145,,1080,,65,,50,,0,,0,,0,,10,,0,
2021,"Kenora (CA), Ont.",55 to 64 years,Men+,% distribution (2021),76.12.2.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Kenora (CA), Ont.",55 to 64 years,Women+,2021 Counts,76.12.3.1,1200,,1130,,70,,70,,0,,0,,0,,0,,0,
2021,"Kenora (CA), Ont.",55 to 64 years,Women+,% distribution (2021),76.12.3.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Kenora (CA), Ont.",65 years and over,Total - Gender,2021 Counts,76.13.1.1,3015,,2760,,260,,250,,0,,0,,0,,0,,0,
2021,"Kenora (CA), Ont.",65 years and over,Total - Gender,% distribution (2021),76.13.1.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Kenora (CA), Ont.",65 years and over,Men+,2021 Counts,76.13.2.1,1380,,1265,,110,,110,,0,,0,,0,,0,,0,
2021,"Kenora (CA), Ont.",65 years and over,Men+,% distribution (2021),76.13.2.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Kenora (CA), Ont.",65 years and over,Women+,2021 Counts,76.13.3.1,1635,,1490,,145,,145,,0,,0,,0,,0,,0,
2021,"Kenora (CA), Ont.",65 years and over,Women+,% distribution (2021),76.13.3.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Kenora (CA), Ont.",65 to 74 years,Total - Gender,2021 Counts,76.14.1.1,1840,,1725,,115,,110,,0,,0,,0,,0,,0,
2021,"Kenora (CA), Ont.",65 to 74 years,Total - Gender,% distribution (2021),76.14.1.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Kenora (CA), Ont.",65 to 74 years,Men+,2021 Counts,76.14.2.1,855,,800,,55,,55,,0,,0,,0,,0,,0,
2021,"Kenora (CA), Ont.",65 to 74 years,Men+,% distribution (2021),76.14.2.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Kenora (CA), Ont.",65 to 74 years,Women+,2021 Counts,76.14.3.1,980,,920,,60,,60,,0,,0,,0,,0,,0,
2021,"Kenora (CA), Ont.",65 to 74 years,Women+,% distribution (2021),76.14.3.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Kenora (CA), Ont.",75 years and over,Total - Gender,2021 Counts,76.15.1.1,1175,,1030,,140,,140,,0,,0,,0,,0,,0,
2021,"Kenora (CA), Ont.",75 years and over,Total - Gender,% distribution (2021),76.15.1.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Kenora (CA), Ont.",75 years and over,Men+,2021 Counts,76.15.2.1,520,,465,,55,,55,,0,,0,,0,,0,,0,
2021,"Kenora (CA), Ont.",75 years and over,Men+,% distribution (2021),76.15.2.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Kenora (CA), Ont.",75 years and over,Women+,2021 Counts,76.15.3.1,655,,565,,85,,85,,0,,0,,0,,0,,0,
2021,"Kenora (CA), Ont.",75 years and over,Women+,% distribution (2021),76.15.3.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Kingston (CMA), Ont.",Total - Age,Total - Gender,2021 Counts,77.1.1.1,168075,,144460,,20290,,12370,,1705,,1770,,1725,,2725,,3320,
2021,"Kingston (CMA), Ont.",Total - Age,Total - Gender,% distribution (2021),77.1.1.2,0.5,,0.4,,0.1,,0,,0,,0,,0,,0,,0,
2021,"Kingston (CMA), Ont.",Total - Age,Men+,2021 Counts,77.1.2.1,81515,,70325,,9495,,5820,,820,,835,,775,,1250,,1695,
2021,"Kingston (CMA), Ont.",Total - Age,Men+,% distribution (2021),77.1.2.2,0.2,,0.2,,0,,0,,0,,0,,0,,0,,0,
2021,"Kingston (CMA), Ont.",Total - Age,Women+,2021 Counts,77.1.3.1,86555,,74135,,10800,,6550,,885,,930,,950,,1480,,1625,
2021,"Kingston (CMA), Ont.",Total - Age,Women+,% distribution (2021),77.1.3.2,0.2,,0.2,,0,,0,,0,,0,,0,,0,,0,
2021,"Kingston (CMA), Ont.",0 to 14 years,Total - Gender,2021 Counts,77.2.1.1,24810,,23785,,750,,0,,0,,45,,150,,550,,280,
2021,"Kingston (CMA), Ont.",0 to 14 years,Total - Gender,% distribution (2021),77.2.1.2,0.1,,0.1,,0,,0,,0,,0,,0,,0,,0,
2021,"Kingston (CMA), Ont.",0 to 14 years,Men+,2021 Counts,77.2.2.1,12765,,12280,,345,,0,,0,,20,,65,,260,,135,
2021,"Kingston (CMA), Ont.",0 to 14 years,Men+,% distribution (2021),77.2.2.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Kingston (CMA), Ont.",0 to 14 years,Women+,2021 Counts,77.2.3.1,12050,,11500,,405,,0,,0,,30,,85,,290,,145,
2021,"Kingston (CMA), Ont.",0 to 14 years,Women+,% distribution (2021),77.2.3.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Kingston (CMA), Ont.",15 years and over,Total - Gender,2021 Counts,77.3.1.1,143260,,120670,,19545,,12370,,1705,,1720,,1570,,2180,,3040,
2021,"Kingston (CMA), Ont.",15 years and over,Total - Gender,% distribution (2021),77.3.1.2,0.4,,0.3,,0.1,,0,,0,,0,,0,,0,,0,
2021,"Kingston (CMA), Ont.",15 years and over,Men+,2021 Counts,77.3.2.1,68755,,58045,,9150,,5820,,820,,820,,710,,985,,1565,
2021,"Kingston (CMA), Ont.",15 years and over,Men+,% distribution (2021),77.3.2.2,0.2,,0.2,,0,,0,,0,,0,,0,,0,,0,
2021,"Kingston (CMA), Ont.",15 years and over,Women+,2021 Counts,77.3.3.1,74505,,62630,,10395,,6550,,885,,905,,865,,1190,,1480,
2021,"Kingston (CMA), Ont.",15 years and over,Women+,% distribution (2021),77.3.3.2,0.2,,0.2,,0,,0,,0,,0,,0,,0,,0,
2021,"Kingston (CMA), Ont.",15 to 24 years,Total - Gender,2021 Counts,77.4.1.1,20770,,18420,,1190,,60,,245,,305,,275,,305,,1160,
2021,"Kingston (CMA), Ont.",15 to 24 years,Total - Gender,% distribution (2021),77.4.1.2,0.1,,0.1,,0,,0,,0,,0,,0,,0,,0,
2021,"Kingston (CMA), Ont.",15 to 24 years,Men+,2021 Counts,77.4.2.1,10485,,9255,,630,,35,,110,,170,,175,,140,,600,
2021,"Kingston (CMA), Ont.",15 to 24 years,Men+,% distribution (2021),77.4.2.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Kingston (CMA), Ont.",15 to 24 years,Women+,2021 Counts,77.4.3.1,10285,,9160,,560,,25,,135,,140,,100,,165,,565,
2021,"Kingston (CMA), Ont.",15 to 24 years,Women+,% distribution (2021),77.4.3.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Kingston (CMA), Ont.",15 to 19 years,Total - Gender,2021 Counts,77.5.1.1,9205,,8525,,480,,0,,70,,115,,140,,155,,200,
2021,"Kingston (CMA), Ont.",15 to 19 years,Total - Gender,% distribution (2021),77.5.1.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Kingston (CMA), Ont.",15 to 19 years,Men+,2021 Counts,77.5.2.1,4785,,4435,,265,,0,,30,,75,,85,,70,,85,
2021,"Kingston (CMA), Ont.",15 to 19 years,Men+,% distribution (2021),77.5.2.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Kingston (CMA), Ont.",15 to 19 years,Women+,2021 Counts,77.5.3.1,4415,,4085,,215,,0,,45,,40,,55,,80,,120,
2021,"Kingston (CMA), Ont.",15 to 19 years,Women+,% distribution (2021),77.5.3.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Kingston (CMA), Ont.",20 to 24 years,Total - Gender,2021 Counts,77.6.1.1,11565,,9895,,710,,60,,170,,195,,130,,155,,960,
2021,"Kingston (CMA), Ont.",20 to 24 years,Total - Gender,% distribution (2021),77.6.1.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Kingston (CMA), Ont.",20 to 24 years,Men+,2021 Counts,77.6.2.1,5700,,4820,,365,,35,,80,,95,,90,,70,,515,
2021,"Kingston (CMA), Ont.",20 to 24 years,Men+,% distribution (2021),77.6.2.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Kingston (CMA), Ont.",20 to 24 years,Women+,2021 Counts,77.6.3.1,5865,,5075,,350,,25,,90,,100,,45,,90,,445,
2021,"Kingston (CMA), Ont.",20 to 24 years,Women+,% distribution (2021),77.6.3.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Kingston (CMA), Ont.",25 to 64 years,Total - Gender,2021 Counts,77.7.1.1,87545,,74920,,10765,,5195,,1320,,1285,,1195,,1770,,1860,
2021,"Kingston (CMA), Ont.",25 to 64 years,Total - Gender,% distribution (2021),77.7.1.2,0.2,,0.2,,0,,0,,0,,0,,0,,0,,0,
2021,"Kingston (CMA), Ont.",25 to 64 years,Men+,2021 Counts,77.7.2.1,42185,,36235,,4995,,2500,,635,,580,,485,,800,,950,
2021,"Kingston (CMA), Ont.",25 to 64 years,Men+,% distribution (2021),77.7.2.2,0.1,,0.1,,0,,0,,0,,0,,0,,0,,0,
2021,"Kingston (CMA), Ont.",25 to 64 years,Women+,2021 Counts,77.7.3.1,45360,,38685,,5770,,2695,,685,,705,,710,,975,,905,
2021,"Kingston (CMA), Ont.",25 to 64 years,Women+,% distribution (2021),77.7.3.2,0.1,,0.1,,0,,0,,0,,0,,0,,0,,0,
2021,"Kingston (CMA), Ont.",25 to 54 years,Total - Gender,2021 Counts,77.8.1.1,63140,,53610,,7715,,2740,,1095,,1085,,1100,,1690,,1815,
2021,"Kingston (CMA), Ont.",25 to 54 years,Total - Gender,% distribution (2021),77.8.1.2,0.2,,0.1,,0,,0,,0,,0,,0,,0,,0,
2021,"Kingston (CMA), Ont.",25 to 54 years,Men+,2021 Counts,77.8.2.1,30895,,26410,,3570,,1350,,515,,475,,450,,780,,920,
2021,"Kingston (CMA), Ont.",25 to 54 years,Men+,% distribution (2021),77.8.2.2,0.1,,0.1,,0,,0,,0,,0,,0,,0,,0,
2021,"Kingston (CMA), Ont.",25 to 54 years,Women+,2021 Counts,77.8.3.1,32240,,27205,,4145,,1395,,575,,610,,655,,915,,895,
2021,"Kingston (CMA), Ont.",25 to 54 years,Women+,% distribution (2021),77.8.3.2,0.1,,0.1,,0,,0,,0,,0,,0,,0,,0,
2021,"Kingston (CMA), Ont.",25 to 34 years,Total - Gender,2021 Counts,77.9.1.1,23105,,19580,,2195,,480,,320,,275,,320,,795,,1335,
2021,"Kingston (CMA), Ont.",25 to 34 years,Total - Gender,% distribution (2021),77.9.1.2,0.1,,0.1,,0,,0,,0,,0,,0,,0,,0,
2021,"Kingston (CMA), Ont.",25 to 34 years,Men+,2021 Counts,77.9.2.1,11370,,9650,,1040,,275,,200,,125,,100,,340,,685,
2021,"Kingston (CMA), Ont.",25 to 34 years,Men+,% distribution (2021),77.9.2.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Kingston (CMA), Ont.",25 to 34 years,Women+,2021 Counts,77.9.3.1,11735,,9930,,1155,,210,,120,,145,,220,,455,,650,
2021,"Kingston (CMA), Ont.",25 to 34 years,Women+,% distribution (2021),77.9.3.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Kingston (CMA), Ont.",35 to 44 years,Total - Gender,2021 Counts,77.10.1.1,20375,,17315,,2670,,795,,235,,410,,535,,695,,395,
2021,"Kingston (CMA), Ont.",35 to 44 years,Total - Gender,% distribution (2021),77.10.1.2,0.1,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Kingston (CMA), Ont.",35 to 44 years,Men+,2021 Counts,77.10.2.1,10040,,8565,,1275,,410,,90,,155,,255,,365,,200,
2021,"Kingston (CMA), Ont.",35 to 44 years,Men+,% distribution (2021),77.10.2.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Kingston (CMA), Ont.",35 to 44 years,Women+,2021 Counts,77.10.3.1,10330,,8745,,1390,,385,,145,,255,,280,,330,,195,
2021,"Kingston (CMA), Ont.",35 to 44 years,Women+,% distribution (2021),77.10.3.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Kingston (CMA), Ont.",45 to 54 years,Total - Gender,2021 Counts,77.11.1.1,19660,,16720,,2855,,1465,,535,,405,,255,,200,,85,
2021,"Kingston (CMA), Ont.",45 to 54 years,Total - Gender,% distribution (2021),77.11.1.2,0.1,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Kingston (CMA), Ont.",45 to 54 years,Men+,2021 Counts,77.11.2.1,9485,,8195,,1255,,665,,220,,195,,100,,75,,40,
2021,"Kingston (CMA), Ont.",45 to 54 years,Men+,% distribution (2021),77.11.2.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Kingston (CMA), Ont.",45 to 54 years,Women+,2021 Counts,77.11.3.1,10175,,8530,,1600,,800,,310,,210,,155,,125,,45,
2021,"Kingston (CMA), Ont.",45 to 54 years,Women+,% distribution (2021),77.11.3.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Kingston (CMA), Ont.",55 to 64 years,Total - Gender,2021 Counts,77.12.1.1,24405,,21310,,3055,,2450,,230,,200,,90,,85,,45,
2021,"Kingston (CMA), Ont.",55 to 64 years,Total - Gender,% distribution (2021),77.12.1.2,0.1,,0.1,,0,,0,,0,,0,,0,,0,,0,
2021,"Kingston (CMA), Ont.",55 to 64 years,Men+,2021 Counts,77.12.2.1,11290,,9825,,1430,,1150,,120,,105,,30,,20,,30,
2021,"Kingston (CMA), Ont.",55 to 64 years,Men+,% distribution (2021),77.12.2.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Kingston (CMA), Ont.",55 to 64 years,Women+,2021 Counts,77.12.3.1,13115,,11480,,1625,,1300,,115,,95,,55,,60,,15,
2021,"Kingston (CMA), Ont.",55 to 64 years,Women+,% distribution (2021),77.12.3.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Kingston (CMA), Ont.",65 years and over,Total - Gender,2021 Counts,77.13.1.1,34945,,27340,,7590,,7115,,140,,130,,105,,100,,20,
2021,"Kingston (CMA), Ont.",65 years and over,Total - Gender,% distribution (2021),77.13.1.2,0.1,,0.1,,0,,0,,0,,0,,0,,0,,0,
2021,"Kingston (CMA), Ont.",65 years and over,Men+,2021 Counts,77.13.2.1,16085,,12550,,3525,,3290,,75,,70,,50,,45,,10,
2021,"Kingston (CMA), Ont.",65 years and over,Men+,% distribution (2021),77.13.2.2,0,,0,,0,,0,,0,,0,,0,,0,,0,
2021,"Kingston (CMA), Ont.",65 years and over,Women+,2021 Counts,77.13.3.1,18860,,14785,,4060,,3830,,65,,60,,55,,50,,15,
2021,"Kingston (CMA), Ont.",65 years and over,Women+,% distribution (2021),77.13.3.2,0.1,,0,,0,,0,,0,,0,,0,,0,,0,
